Id,Sentence,Entity_1,Entity_2,Relation
5707,"""What worries me about the Fed is that in reacting to the fact that their actions have created an unintended consequence in a free market, instead of saying â€˜Oh, maybe we ought to re-think these actions,' their answer is â€˜No, we'll go manipulate that problem now.' Where does this end?"" Higher Yields The rate for borrowing and lending Treasuries for one day in the repo market averaged 0.058 percent between June 30 and the end of September, compared with 0.29 percent at the end of last year, according to the Deposit Trust & Clearing Corp. General Collateral Finance Treasury Repo Index.",actions,consequence,creates
5709,(DWNI) The deal would create Germany 's second-largest owner of apartments.,deal,largest owner,creates
5710,"""We consider the business combination as a convincing opportunity to pool the strengths of the two companies and to develop them with the aim to create additional value,"" GSW co-Chief Executive Officers Joerg Schwagenscheidt and Andreas Segal said in the statement.",opportunity,additional value,creates
5711,Banks create the securities by packaging debt with derivatives to offer customized bets to retail investors while earning fees and raising money.,Banks,securities,creates
5712,"Come November, the cool quotient goes up again with the opening of The Line hotel (from the team behind Manhattan's NoMad ), which brings the city's best Korean-American tastemakers together to create the nabe's next hot spot.",Korean-American tastemakers,nabe's next hot spot,creates
5713,"17 is a date that won't have a major impact unless the White House can create concern about that,"" Huelskamp said yesterday on CBS's ""Face the Nation."" A Senate deal probably would face the prospect of a hostile reception from House Republicans still seeking to curtail Obamacare and opposed to easing spending caps.",White House,concern ,creates
5715,"The company is working to be the first to make all of its market data available for free to its users, giving them the ability to create smarter strategies and move with ever-changing market conditions.",ability,smarter strategies,creates
5717,"Ginia Rinehart has created JBHG Pty, which would be co-owned by the four children of Gina Rinehart and own the trust assets.",Ginia Rinehart,JBHG Pty,creates
5718,Health Coverage The fee was devised to help offset costs of expanding health coverage and create a pool that would pay when insurers can't cover the uninsured who enrolled in plans because not enough healthy people were paying into the system.,Health Coverage,pool,creates
5719,"EDF says the project will create 5,000 jobs during construction, generating 100 million pounds a year for the regional economy.",project,jobs,creates
5721,"A ""serious default"" in which the U.S. doesn't pay its debt for months would create risks that are difficult to manage, Diekmann said.",debt,risks,creates
5723,"Korb, based in Burlington, Vermont , is taking a risk, since the cryptographic challenges embedded in Bitcoins get increasingly complicated as more digital money is created.",cryptographic challenges,digital money,creates
5724,"""Outside of that, we're not sure if there's a role for us or if the buyside wants help."" Dodd-Frank and the Basel capital rules have spurred initiatives by firms from Goldman Sachs to BlackRock Inc. (BLK) and Deutsche Bank AG (DBK) to create trading systems that can accommodate the market structure shift.",firms,trading systems,creates
5725,"American-born Ahrendts built on the foundations created by former CEO Rose Marie Bravo, who transformed Burberry from a maker of raincoats with a trademark lining and umbrellas into a worldwide luxury fashion brand.",former CEO,foundations,creates
5726,"Statistics Canada reported Oct. 11 the economy created 11,900 jobs in September, bringing average monthly gains to 12,570 this year, about half the 2012 pace.",economy,jobs,creates
5727,HSBC Holdings and Bank of East Asia Ltd. won approval to set up a sub-branch in Shanghai's free-trade zone as China seeks to create a more efficient and open economic system.,China,economic system,creates
5729,"""Muhtar and his team are continuing to succeed at their game plan even though the economy in some emerging markets, South America and some parts of Europe continue to create near-term challenges,"" Thomas Mullarkey, an analyst for Morningstar Inc. (MORN) in Chicago, said today in a telephone interview.",Europe,near-term challenges,creates
5730,Obamacare created state health-insurance exchanges expressly for people who don't get coverage through their employers.,Obamacare,state health-insurance exchanges,creates
5731,"Medicare became law July 30, 1965, after a decades-long legislative struggle to create government-sponsored health care for all Americans 65 and older.",legislative struggle,government-sponsored health care,creates
5732,"Brendan Sullivan , a lawyer for Countrywide, told the jury in his opening statement that while the U.S. claims the loans were faulty, the bank had created a process to speed the approval process of prime loans after it shifted focus away from subprime loans.",bank,process,creates
